,BD,BP,PR,SP,CH,ED,SENT,NAME
664,1,11,4,12,12,0,345,Asif Ali Zardari
665,1,3,0,0,4,4,83,Farooq Leghari
666,1,4,0,0,0,0,30,Mamnoon Hussain
667,1,8,0,0,0,0,24,Muhammad Mian Soomro
668,0,0,0,0,0,0,34,Muhammad Rafiq Tarar
669,2,5,0,2,0,0,447,Pervez Musharraf
670,1,4,1,0,0,0,16,Wasim Sajjad
671,1,1,0,0,0,0,13,Johnson Toribiong
672,0,0,2,0,0,0,48,Tommy Remengesau
673,1,9,0,1,0,0,61,Ernesto Pérez Balladares
674,1,3,0,2,0,0,82,Guillermo Endara
675,0,6,0,1,0,0,19,Juan Carlos Varela
676,1,83,0,1,0,0,394,Manuel Noriega
677,1,12,0,1,0,0,57,Martín Torrijos
678,1,14,0,5,1,0,70,Mireya Moscoso
679,1,28,0,0,0,0,104,Ricardo Martinelli
680,2,6,0,0,0,0,34,Federico Franco
681,0,0,0,0,0,0,79,Fernando Lugo
682,0,7,0,0,0,0,54,Horacio Cartes
683,1,5,0,1,0,0,19,Mario Abdo Benítez
684,1,36,0,1,0,0,150,Alan Garcia
685,1,36,0,1,0,0,150,Alan García
686,2,67,0,2,4,0,318,Alberto Fujimori
687,0,56,0,2,0,0,312,Alejandro Toledo
688,1,15,0,0,0,0,53,Martín Vizcarra
689,0,16,0,0,0,0,135,Ollanta Humala
690,0,34,0,3,1,0,127,Pedro Pablo Kuczynski
691,0,3,0,0,0,0,61,Valentín Paniagua
692,2,0,5,0,0,0,166,Benigno Aquino III
693,2,15,0,1,5,0,41,Feliciano Belmonte Jr.
694,2,15,0,1,5,0,41,"Feliciano Belmonte, Jr."
695,1,21,0,8,1,7,183,Gloria Macapagal Arroyo
696,1,6,0,2,0,0,102,"Jose de Venecia, Jr."
697,2,0,0,2,0,0,115,Pantaleon Alvarez
698,1,7,0,0,1,0,35,Prospero Nograles
699,2,3,1,3,13,1,677,Rodrigo Duterte
700,1,14,0,1,0,0,54,Andrzej Duda
701,1,2,0,1,0,0,40,Arvid Posse
702,1,8,0,2,7,0,86,Bronisław Komorowski
703,0,1,0,1,0,0,33,Carl Gustaf Ekman
704,1,1,0,1,0,0,11,Carl Johan Thyselius
705,0,1,0,1,0,0,34,Carl Swartz
706,1,4,0,0,0,0,12,Christian Lundeberg
707,1,25,0,0,0,1,152,Donald Tusk
708,1,5,0,0,0,0,30,Erik Gustaf Boström
709,0,9,0,0,0,1,53,Ewa Kopacz
710,1,1,0,0,0,0,15,Felix Hamrin
711,1,36,0,2,0,0,213,Fredrik Reinfeldt
712,1,1,1,1,10,0,83,Gillis Bildt
713,1,11,0,0,0,0,29,Grzegorz Schetyna
714,0,2,0,0,0,0,12,Gustaf Åkerhielm
715,1,19,0,4,0,0,99,Göran Persson
716,1,13,0,1,4,0,114,Herman Van Rompuy
717,0,4,0,0,0,0,28,Hjalmar Branting
718,1,0,0,0,0,0,27,Hjalmar Hammarskjöld
719,0,0,0,1,0,0,40,Ingvar Carlsson
720,1,5,0,0,0,0,19,Johan Ramstedt
721,1,0,0,0,0,0,14,Karl Staaff
722,1,1,0,1,0,0,24,Louis Gerhard De Geer
723,1,1,0,0,0,0,31,Nils Edén
724,0,8,0,3,0,0,124,Olof Palme
725,0,0,0,0,0,0,41,Per Albin Hansson
726,0,1,0,0,0,0,34,Rickard Sandler
727,0,0,0,1,0,0,31,Robert Themptander
728,0,10,0,1,0,0,63,Tage Erlander
729,0,0,0,1,5,0,45,Américo Tomás
730,1,0,0,0,4,0,14,António José de Almeida
731,1,0,0,0,4,0,16,António Ramalho Eanes
732,1,1,0,4,0,0,39,António de Spínola
733,1,17,0,4,0,0,88,Aníbal Cavaco Silva
734,1,3,0,1,0,0,31,Bernardino Machado
735,1,5,0,1,0,0,21,Francisco Craveiro Lopes
736,1,3,0,1,0,0,17,Francisco da Costa Gomes
737,2,11,0,3,2,0,60,Jorge Sampaio
738,1,1,0,1,0,0,15,José Mendes Cabeçadas
739,0,2,0,1,0,0,13,João do Canto e Castro
740,1,3,0,1,0,0,23,Manuel Gomes da Costa
741,1,11,0,1,0,0,41,Manuel Teixeira Gomes
742,1,13,0,3,0,0,65,Marcelo Rebelo de Sousa
743,0,0,0,2,5,0,78,Mário Soares
744,0,6,0,2,0,0,94,Sidónio Pais
745,1,2,0,1,0,0,34,Óscar Carmona
746,2,2,0,0,0,0,13,Arkadi Ghukasyan
747,1,2,0,0,0,0,17,Bako Sahakyan
748,0,8,0,0,0,0,16,Leonard Petrosyan
749,1,2,0,1,1,0,111,Levon Ter-Petrossian
750,1,3,0,1,5,0,70,Robert Kocharyan
751,2,2,0,0,0,0,38,Cearbhall Ó Dálaigh
752,1,5,0,2,0,0,90,Douglas Hyde
753,1,1,4,5,2,0,60,Erskine Hamilton Childers
754,0,11,1,5,0,0,170,Mary McAleese
755,1,13,2,1,0,0,292,Mary Robinson
756,2,2,1,2,2,0,128,Michael D. Higgins
757,0,3,2,2,0,0,128,Patrick Hillery
758,1,11,2,8,0,0,131,Seán T. O'Kelly
759,2,1,1,2,27,2,365,Éamon de Valera
760,1,2,0,0,0,0,91,Denis Sassou Nguesso
761,0,1,0,0,0,0,41,Pascal Lissouba
762,1,55,0,1,0,0,119,Gheorghe Gheorghiu-Dej
763,1,1,0,2,0,0,112,Ion Iliescu
764,0,36,0,1,0,0,136,Klaus Iohannis
765,1,3,0,11,11,0,410,Nicolae Ceaușescu
766,1,41,0,5,6,0,307,Traian Băsescu
767,2,89,0,2,0,0,373,Dmitry Medvedev
768,0,13,0,1,7,2,550,Vladimir Putin
769,1,0,0,0,0,0,31,Grégoire Kayibanda
770,0,3,0,3,0,0,61,Juvénal Habyarimana
771,1,6,0,0,0,0,31,Pasteur Bizimungu
772,2,2,0,1,13,0,472,Paul Kagame
773,0,7,0,0,0,0,17,Théodore Sindikubwabo
774,2,3,0,0,0,0,22,Brahim Ghali
775,1,4,0,0,0,0,53,El-Ouali Mustapha Sayed
776,0,0,0,0,0,0,12,Khatri Addouh
777,2,5,0,0,0,0,30,Mahfoud Ali Beiba
778,1,11,0,0,0,0,28,Mohamed Abdelaziz (Sahrawi politician)
779,0,1,0,0,0,0,52,Abdou Diouf
780,1,1,0,1,5,0,89,Abdoulaye Wade
781,1,2,0,0,0,0,38,Adolf Schärf
782,2,10,0,2,0,0,57,Boutros Boutros-Ghali
783,0,0,0,0,0,0,85,Emperor of Austria
784,0,0,0,0,0,0,10,Franz Jonas
785,2,9,0,0,0,0,37,Javier Pérez de Cuéllar
786,1,1,0,0,0,0,54,Karl Renner
787,1,8,0,0,0,0,32,Karl Seitz
788,2,1,0,1,1,0,143,Kurt Waldheim
789,0,0,0,0,0,0,37,Leopold Figl
790,0,14,0,1,0,0,86,Macky Sall
791,1,1,0,0,0,0,22,Michael Hainisch
792,1,2,0,1,0,0,29,Rudolf Kirchschläger
793,1,0,0,0,0,0,20,Theodor Körner (Austrian president)
794,0,1,0,0,0,0,35,Wilhelm Miklas
795,0,76,0,1,0,0,223,Aleksandar Vučić
796,2,2,0,0,0,0,23,Slavica Đukić Dejanović
797,1,3,0,1,0,0,39,Sulejman Ugljanin
798,1,11,0,1,0,0,144,Tomislav Nikolić
799,0,0,0,0,0,0,77,Velimir Ilić
800,1,1,0,0,0,0,26,Danny Faure
801,0,0,0,0,0,0,37,France-Albert René
802,1,10,0,0,0,0,31,James Mancham
803,0,9,0,0,0,0,33,James Michel
804,1,0,0,1,0,1,71,Halimah Yacob
805,1,0,0,4,0,0,95,Ong Teng Cheong
806,2,30,0,2,2,0,95,S. R. Nathan
807,1,41,0,2,0,0,121,Tony Tan
808,2,16,0,2,0,0,41,Wee Kim Wee
809,0,2,0,0,0,0,21,Yeoh Ghim Seng
810,1,2,0,2,0,0,34,Andrej Kiska
811,1,3,0,1,0,0,54,Ivan Gašparovič
812,1,4,0,0,0,0,22,Michal Kováč
813,0,4,0,1,0,0,17,Rudolf Schuster
814,0,1,0,0,0,0,90,Borut Pahor
815,1,4,0,1,0,0,71,Danilo Türk
816,0,4,0,0,0,0,88,Janez Drnovšek
817,1,10,0,19,0,0,43,Milan Kučan
818,1,1,0,0,0,0,29,Abdiqasim Salad Hassan
819,0,1,0,1,0,0,136,Abdullahi Yusuf Ahmed
820,1,1,0,2,0,2,334,Hassan Sheikh Mohamud
821,1,6,0,0,0,1,115,Mohamed Abdullahi Mohamed
822,3,1,0,0,0,0,92,Sharif Sheikh Ahmed
823,0,0,0,0,0,0,8,Bernard Ngoepe
824,0,28,1,1,0,0,170,Cyril Ramaphosa
825,1,34,0,5,1,0,389,Jacob Zuma
826,2,12,0,4,0,0,140,Kgalema Motlanthe
827,1,50,4,8,0,0,465,Thabo Mbeki
828,1,1,0,0,0,0,18,Choi Kyu-hah
829,2,3,0,0,0,0,184,Chun Doo-hwan
830,2,0,0,5,0,0,96,Kim Dae-jung
831,2,1,0,3,0,0,56,Kim Young-sam
832,2,1,0,6,0,0,287,Lee Myung-bak
833,1,8,0,16,0,1,149,Moon Jae-in
834,0,0,0,25,145,0,258,Park Chung-hee
835,0,23,7,0,0,0,273,Park Geun-hye
836,2,1,0,0,0,0,266,Roh Moo-hyun
837,2,6,0,8,0,0,58,Roh Tae-woo
838,2,44,0,1,106,0,197,Syngman Rhee
839,1,1,0,0,0,0,25,Yun Posun
840,0,3,0,0,0,0,22,Anatoliy Bibilov
841,1,3,0,0,0,0,9,Aslanbek Bulatsev
842,1,1,0,0,0,0,16,Leonid Tibilov
843,0,1,0,0,0,0,25,Vadim Brovtsev
844,2,0,0,0,0,0,11,Abdel Rahman Swar al-Dahab
845,0,0,0,0,0,0,20,Ahmed al-Mirghani
846,0,24,0,0,0,0,78,Gaafar Nimeiry
847,0,2,0,0,0,0,62,Ismail al-Azhari
848,0,1,0,2,0,0,286,Omar al-Bashir
849,0,27,0,0,0,0,88,Salva Kiir Mayardit
850,2,6,2,4,0,0,118,Chandrika Kumaratunga
851,2,3,0,0,0,0,38,Dingiri Banda Wijetunga
852,1,9,0,1,0,0,123,Junius Richard Jayewardene
853,0,0,0,2,9,0,275,Mahinda Rajapaksa
854,2,2,0,1,12,0,254,Maithripala Sirisena
855,0,0,0,1,2,0,75,Ranasinghe Premadasa
856,2,8,0,1,0,0,37,William Gopallawa
857,0,2,0,0,0,0,21,Ahmad Shukeiri
858,0,1,0,0,119,0,206,Mahmoud Abbas
859,1,1,0,0,0,0,9,Rawhi Fattouh
860,2,1,0,0,0,0,7,Yahya Hammuda
861,0,24,0,5,0,0,450,Yasser Arafat
862,2,2,0,1,6,0,171,Dési Bouterse
863,0,0,0,0,0,0,6,Jules Wijdenbosch
864,0,0,0,0,0,0,6,Ronald Venetiaan
865,2,2,0,0,0,0,64,Abdul Halim Khaddam
866,1,2,0,0,0,0,9,Ahmad al-Khatib
867,2,19,33,1,0,0,358,Bashar al-Assad
868,1,2,1,1,30,0,555,Hafez al-Assad
869,2,3,0,0,0,0,252,Michel Aflaq
870,2,5,0,0,0,0,58,Munif al-Razzaz
871,1,1,0,0,0,0,12,Nureddin al-Atassi
872,0,0,0,0,0,0,17,Evaristo Carvalho
873,0,0,0,0,0,0,6,Fernando Pereira (major)
874,0,4,0,0,0,0,15,Fradique de Menezes
875,1,0,0,1,0,0,19,Manuel Pinto da Costa
876,0,61,0,6,0,0,311,Chen Shui-bian
877,0,2,0,0,106,0,159,Chiang Ching-kuo
878,0,9,0,57,339,0,527,Chiang Kai-shek
879,1,2,0,1,0,0,177,Lee Teng-hui
880,1,1,0,0,0,0,58,Lin Sen
881,2,3,0,3,0,0,323,Ma Ying-jeou
882,2,45,0,0,0,3,117,Tsai Ing-wen
883,1,3,0,0,0,0,17,Yen Chia-kan
884,1,0,0,0,0,0,5,Akbarsho Iskandrov
885,0,1,0,1,0,0,60,Emomali Rahmon
886,0,0,0,1,0,0,14,Rahmon Nabiyev
887,0,0,0,0,0,0,15,Anthony Diallo
888,0,0,0,1,4,0,70,John Magufuli
889,1,29,0,2,0,0,107,Adama Barrow
890,0,1,0,2,0,0,210,Dawda Jawara
891,2,10,0,0,0,0,332,Elizabeth II
892,0,48,0,7,0,0,252,Yahya Jammeh
893,1,0,0,0,0,0,7,Andrey Manoylov
894,1,7,0,0,0,0,66,Igor Smirnov
895,1,1,0,0,0,0,13,Vadim Krasnoselsky
896,0,2,0,0,0,0,30,Yevgeny Shevchuk
897,1,0,0,1,0,0,45,A. N. R. Robinson
898,1,1,0,0,0,0,20,Anthony Carmona
899,2,10,0,0,0,0,332,Elizabeth II
900,0,1,0,1,0,0,29,Ellis Clarke
901,0,1,0,1,0,0,34,George Maxwell Richards
902,1,1,0,0,2,0,28,Noor Hassanali
903,0,0,0,0,0,0,10,Paula-Mae Weekes
904,0,0,0,1,0,0,51,Beji Caid Essebsi
905,1,4,0,0,0,0,12,Fouad Mebazaa
906,3,16,0,13,8,0,821,Habib Bourguiba
907,1,0,0,0,0,0,32,Mohamed Ghannouchi
908,1,11,0,1,0,0,44,Moncef Marzouki
909,0,5,0,0,0,0,194,Muhammad VIII al-Amin
910,1,0,0,2,9,0,150,Zine El Abidine Ben Ali
911,0,8,0,1,0,0,78,Abdullah Gül
912,1,2,0,0,0,0,34,Ahmet Necdet Sezer
913,2,2,0,0,0,0,48,Celal Bayar
914,0,0,0,1,0,0,121,Cemal Gürsel
915,0,1,0,1,0,0,22,Cevdet Sunay
916,1,2,0,1,0,0,16,Fahri Korutürk
917,0,0,0,2,0,0,54,Kenan Evren
918,0,17,2,8,0,0,732,Mustafa Kemal Atatürk
919,1,136,0,2,18,0,576,Recep Tayyip Erdoğan
920,0,0,0,0,0,0,84,Süleyman Demirel
921,0,0,0,3,2,0,99,Turgut Özal
922,1,3,0,1,1,0,90,İsmet İnönü
923,2,1,0,0,0,0,80,Gurbanguly Berdimuhamedow
924,2,9,0,3,5,1,131,Saparmurat Niyazov
925,2,5,0,0,0,0,20,Tito Okello
926,2,57,0,3,0,0,266,Yoweri Museveni
927,0,0,0,0,0,0,34,Andriy Parubiy
928,0,3,0,0,0,0,169,Arseniy Yatsenyuk
929,1,6,0,2,1,0,161,Oleksandr Turchynov
930,0,1,0,3,7,0,255,Petro Poroshenko
931,1,4,0,0,0,0,41,Volodymyr Groysman
932,2,2,0,0,7,0,52,Khalifa bin Zayed Al Nahyan
933,2,10,1,3,0,0,23,Maktoum bin Rashid Al Maktoum
934,1,20,1,0,0,0,106,Zayed bin Sultan Al Nahyan
935,2,16,3,5,4,4,561,Barack Obama
936,2,0,0,5,13,2,386,Benjamin Harrison
937,2,0,1,24,2,6,514,Bill Clinton
938,2,0,1,8,26,0,370,Calvin Coolidge
939,2,12,6,5,28,2,772,Donald Trump
940,2,0,0,9,21,0,726,Dwight D. Eisenhower
941,2,0,8,25,0,0,637,Franklin D. Roosevelt
942,2,0,375,8,80,2,711,George H. W. Bush
943,2,0,2,7,4,2,638,George W. Bush
944,2,0,1,8,7,12,591,Gerald Ford
945,2,0,0,10,17,0,458,Grover Cleveland
946,2,0,2,16,3,1,572,Harry S. Truman
947,2,0,0,7,9,4,434,Herbert Hoover
948,2,0,0,11,24,2,664,Jimmy Carter
949,2,0,1,5,53,1,780,John F. Kennedy
950,2,0,2,1,24,2,749,Lyndon B. Johnson
951,2,0,0,13,6,5,692,Richard Nixon
952,2,0,1,23,12,2,760,Ronald Reagan
953,2,39,0,5,43,2,774,Theodore Roosevelt
954,2,0,0,14,6,1,741,Warren G. Harding
955,2,25,0,0,12,0,627,William Howard Taft
956,1,0,2,13,0,3,527,William McKinley
957,2,0,0,11,7,10,567,Woodrow Wilson
958,1,10,0,2,0,0,116,José Mujica
959,1,10,0,2,0,0,62,Tabaré Vázquez
960,0,0,0,0,0,0,12,Nigmatilla Yuldashev
961,1,1,0,1,0,0,100,Shavkat Mirziyoyev
962,0,0,0,0,0,0,13,Esmon Saimon
963,0,4,0,0,0,0,9,Tallis Obed Moses
964,1,0,0,0,0,0,18,Aristóbulo Istúriz
965,1,12,0,0,0,0,26,Delcy Rodriguez
966,1,12,0,0,0,0,26,Delcy Rodríguez
967,1,16,0,1,0,0,92,Diosdado Cabello
968,2,116,0,5,32,0,585,Hugo Chávez
969,1,8,0,1,0,0,24,Jorge Arreaza
970,3,0,0,1,225,0,291,Nicolás Maduro
971,0,13,0,0,0,2,19,Samuel Moncada
972,2,38,0,0,0,0,114,Tareck El Aissami
973,1,4,1,1,0,0,331,Ho Chi Minh
974,1,3,0,0,0,0,374,Lê Duẩn
975,1,1,0,0,0,0,12,Lê Khả Phiêu
976,1,3,0,0,0,0,43,Nguyễn Phú Trọng
977,2,1,0,0,0,0,95,Nguyễn Văn Linh
978,1,2,0,0,0,0,33,Nông Đức Mạnh
979,1,10,0,0,0,0,209,Trường Chinh
980,0,2,0,0,0,0,200,Đỗ Mười
981,1,0,0,0,0,0,79,Abdrabbuh Mansur Hadi
982,1,0,0,0,1,0,153,Ali Abdullah Saleh
983,2,1,0,0,0,0,10,Arthur Benson
984,0,0,0,1,0,1,54,Edgar Lungu
985,1,3,0,0,0,0,13,Evelyn Dennison Hone
986,1,1,0,0,0,0,108,Frederick Chiluba
987,2,3,0,1,0,0,45,Guy Scott
988,0,1,0,0,0,0,216,Kenneth Kaunda
989,1,2,0,2,0,0,116,Levy Mwanawasa
990,2,2,0,3,0,0,115,Michael Sata
991,0,2,0,6,0,0,57,Rupiah Banda
992,2,4,0,2,0,0,88,Canaan Banana
993,2,3,0,7,4,0,57,Clifford Dupont
994,2,10,0,1,0,0,452,Emmerson Mnangagwa
995,1,1,0,0,0,0,8,Henry Everard
996,1,2,0,0,0,0,10,Josiah Zion Gumede
997,2,23,0,16,4,0,721,Robert Mugabe
